ItemID,ItemType,ItemFatContent,ItemWeight,ItemVisibility
FDK36,Baking Goods,Low Fat,7.09,0.00721395
FDV20,Fruits and Vegetables,Regular,,0.104704537
NCJ29,Health and Hygiene,Low Fat,10.6,0.035264298
FDW07,Fruits and Vegetables,Regular,18.0,0.142978223
NCR05,Health and Hygiene,Low Fat,10.1,0.054630834
FDW28,Frozen Foods,Low Fat,18.25,0.0
FDP32,Fruits and Vegetables,Low Fat,6.65,0.087652908
FDU04,Frozen Foods,Low Fat,7.93,0.0
FDT01,Canned,Regular,13.65,0.18454121
NCR38,Household,Low Fat,17.25,0.114160573
FDF14,Canned,Low Fat,7.55,0.027212058
FDX57,Snack Foods,Regular,17.25,0.079113947
DRI39,Dairy,Low Fat,13.8,0.162462044
FDU11,Breads,Low Fat,4.785,0.092781435
NCP50,Others,Low Fat,17.35,0.020542737
FDT10,Snack Foods,Regular,16.7,0.062044506
FDX26,Dairy,LF,17.7,0.146973462
FDY27,Dairy,Low Fat,6.38,0.032028115
FDL32,Fruits and Vegetables,Regular,15.7,0.122657336
FDR27,Meat,Regular,15.1,0.096644015
FDX39,Meat,Regular,14.3,0.04975339
FDF21,Fruits and Vegetables,Regular,10.3,0.098464979
FDU40,Frozen Foods,Low Fat,20.85,0.037372847
DRL37,Soft Drinks,Low Fat,15.5,0.053362086
FDB39,Dairy,Low Fat,11.6,0.038597077
FDU23,Breads,Low Fat,12.15,0.021757269
FDM28,Frozen Foods,Low Fat,15.7,0.045274134
FDU55,Fruits and Vegetables,Low Fat,16.2,0.035967107
DRQ35,Hard Drinks,Low Fat,9.3,0.042357203
NCL29,Health and Hygiene,Low Fat,9.695,0.11411658
NCC31,Household,Low Fat,8.02,0.019901356
NCG19,Household,Low Fat,20.25,0.148163564
NCO07,Others,Low Fat,9.06,0.009791467
FDQ58,Snack Foods,Low Fat,7.315,0.01532563
FDZ22,Snack Foods,Low Fat,9.395,0.045340279
FDC46,Snack Foods,Low Fat,17.7,0.116723677
DRZ24,Soft Drinks,Low Fat,7.535,0.081914677
DRD60,Soft Drinks,Low Fat,15.7,0.037289996
FDV60,Baking Goods,Regular,20.2,0.117543713
FDN23,Breads,Regular,6.575,0.075625152
FDR13,Canned,Regular,9.895,0.028765486
FDH14,Canned,Regular,17.1,0.046881328
FDY44,Fruits and Vegetables,Regular,14.15,0.024442501
FDF56,Fruits and Vegetables,Regular,16.7,0.119647957
FDG21,Seafood,Regular,17.35,0.146527359
FDV22,Snack Foods,Regular,14.85,0.009954237
FDA32,Fruits and Vegetables,LF,,0.052691046
DRM37,Soft Drinks,LF,,0.168780127
FDY48,Baking Goods,Low Fat,,0.041556697
FDT37,Canned,Low Fat,,0.061753511
FDB05,Frozen Foods,Low Fat,,0.145669556
FDA19,Fruits and Vegetables,Low Fat,,0.0
FDI32,Fruits and Vegetables,Low Fat,,0.305305397
DRH23,Hard Drinks,Low Fat,,0.298205272
NCN53,Health and Hygiene,Low Fat,,0.053148497
NCP41,Health and Hygiene,Low Fat,,0.028382853
NCR53,Health and Hygiene,Low Fat,,0.253947823
NCD54,Household,Low Fat,,0.050790917
NCP42,Household,Low Fat,,0.028207784
NCR38,Household,Low Fat,,0.19875618
NCO55,Others,Low Fat,,0.159394437
FDY35,Breads,Regular,,0.028062401
FDC52,Dairy,Regular,,0.014497036
FDE40,Dairy,Regular,,0.173587926
FDF40,Dairy,Regular,,0.03941584
FDK20,Fruits and Vegetables,Regular,,0.072762086
FDR32,Fruits and Vegetables,Regular,,0.150238656
FDW46,Snack Foods,Regular,,0.123089128
FDD02,Canned,LF,16.6,0.0
FDJ32,Fruits and Vegetables,LF,10.695,0.057792343
NCG30,Household,LF,20.2,0.112321218
FDK45,Seafood,LF,11.65,0.033858187
FDN60,Baking Goods,Low Fat,15.1,0.095158081
FDG50,Canned,Low Fat,7.405,0.015271793
FDU13,Canned,Low Fat,8.355,0.187558629
FDP25,Canned,Low Fat,15.2,0.021207519
DRE15,Dairy,Low Fat,13.35,0.0
FDC44,Fruits and Vegetables,Low Fat,15.6,0.172596885
DRJ47,Hard Drinks,Low Fat,18.25,0.044250304
NCP05,Health and Hygiene,Low Fat,19.6,0.025286583
NCY53,Health and Hygiene,Low Fat,20.0,0.05848134
NCC43,Household,Low Fat,7.39,0.092782895
NCE18,Household,Low Fat,10.0,0.021425341
NCS18,Household,Low Fat,12.65,0.042211119
FDS51,Meat,Low Fat,13.35,0.032180494
FDL46,Snack Foods,Low Fat,20.35,0.054056927
DRD60,Soft Drinks,Low Fat,15.7,0.03723211
FDX36,Baking Goods,Regular,9.695,0.128283243
FDU37,Canned,Regular,9.5,0.0
FDM57,Snack Foods,Regular,11.65,0.075849167
FDJ34,Snack Foods,Regular,11.8,0.093655728
FDD46,Snack Foods,LF,6.035,0.141542481
DRF01,Soft Drinks,LF,5.655,0.176070535
DRD27,Dairy,Low Fat,18.75,0.0
FDJ52,Frozen Foods,Low Fat,7.145,0.017822936
FDF16,Frozen Foods,Low Fat,7.3,0.086307051
FDC32,Fruits and Vegetables,Low Fat,18.35,0.099309997
FDA44,Fruits and Vegetables,Low Fat,19.7,0.053330653
NCK06,Household,Low Fat,5.03,0.008664064
NCB31,Household,Low Fat,6.235,0.118915034
NCB30,Household,Low Fat,14.6,0.02575512
NCZ54,Household,Low Fat,14.65,0.083528446
NCF54,Household,Low Fat,18.0,0.047473135
FDN15,Meat,Low Fat,17.5,0.016767995
NCM26,Others,Low Fat,20.5,0.023190134
FDK46,Snack Foods,Low Fat,9.6,0.051571772
FDK22,Snack Foods,Low Fat,9.8,0.026139404
FDA21,Snack Foods,Low Fat,13.65,0.036033639
FDW45,Snack Foods,Low Fat,18.0,0.039090105
FDN45,Snack Foods,Low Fat,19.35,0.118342285
DRD25,Soft Drinks,Low Fat,6.135,0.079132212
DRL60,Soft Drinks,Low Fat,8.52,0.027114238
DRJ25,Soft Drinks,Low Fat,14.6,0.150872868
DRH01,Soft Drinks,Low Fat,17.5,0.098102581
FDH12,Baking Goods,Low Fat,9.6,0.085434195
FDR47,Breads,Low Fat,17.85,0.087963415
FDS37,Canned,Low Fat,7.655,0.032125561
FDB28,Dairy,Low Fat,6.615,0.093913607
FDT02,Dairy,Low Fat,12.6,0.024331586
FDO32,Fruits and Vegetables,Low Fat,6.36,0.121225455
FDB21,Fruits and Vegetables,Low Fat,7.475,0.149360698
NCS42,Household,Low Fat,8.6,0.069809115
NCF30,Household,Low Fat,17.0,0.126958147
NCP55,Others,Low Fat,14.65,0.01125332
FDH33,Snack Foods,Low Fat,12.85,0.12241394
FDF59,Starchy Foods,Low Fat,12.5,0.0
FDF35,Starchy Foods,Low Fat,15.0,0.154860353
FDX49,Canned,Regular,4.615,0.102038294
FDV37,Canned,Regular,13.0,0.083683243
FDZ02,Dairy,Regular,6.905,0.03822479
FDN04,Frozen Foods,Regular,11.8,0.014115626
FDH28,Frozen Foods,Regular,15.85,0.110254143
FDB41,Frozen Foods,Regular,19.0,0.097510482
FDR32,Fruits and Vegetables,Regular,6.78,0.085981978
FDW27,Meat,Regular,5.86,0.151159243
FDR34,Snack Foods,Regular,17.0,0.015997687
FDE23,Starchy Foods,Regular,17.6,0.053288857
FDM60,Baking Goods,Regular,10.8,0.0
FDM36,Baking Goods,Regular,11.65,0.059063036
FDA25,Canned,Regular,16.5,0.068511103
FDQ40,Frozen Foods,Regular,11.1,0.03623131
FDN16,Frozen Foods,Regular,12.6,0.063054947
FDR28,Frozen Foods,Regular,13.85,0.026042966
FDU44,Fruits and Vegetables,Regular,12.15,0.058756205
FDD56,Fruits and Vegetables,Regular,15.2,0.104365283
FDS32,Fruits and Vegetables,Regular,17.75,0.029821648
FDI08,Fruits and Vegetables,Regular,18.2,0.066672058
FDJ21,Snack Foods,Regular,16.7,0.03874616
FDX57,Snack Foods,Regular,17.25,0.047533568
DRC36,Soft Drinks,Regular,13.0,0.045239326
FDN24,Baking Goods,low fat,14.1,0.113908117
FDJ48,Baking Goods,Low Fat,11.3,0.056424146
FDN48,Baking Goods,Low Fat,13.35,0.064938448
FDW48,Baking Goods,Low Fat,18.0,0.008539208
FDO37,Breakfast,Low Fat,8.06,0.021372636
FDS14,Dairy,Low Fat,7.285,0.049954435
FDU14,Dairy,Low Fat,17.75,0.034746076
FDX28,Frozen Foods,Low Fat,6.325,0.125154452
FDD45,Fruits and Vegetables,Low Fat,8.615,0.116226984
FDU32,Fruits and Vegetables,Low Fat,8.785,0.025962714
FDI32,Fruits and Vegetables,Low Fat,17.7,0.174340475
NCZ05,Health and Hygiene,Low Fat,8.485,0.058121214
NCN17,Health and Hygiene,Low Fat,11.0,0.054928641
NCJ54,Household,Low Fat,9.895,0.060055757
NCP54,Household,Low Fat,15.35,0.035143024
NCR54,Household,Low Fat,16.35,0.0
NCE42,Household,Low Fat,21.1,0.010600287
FDK27,Meat,Low Fat,11.0,0.008944844
FDM03,Meat,Low Fat,12.65,0.123007534
FDT03,Meat,Low Fat,21.25,0.009996872
NCO02,Others,Low Fat,11.15,0.073354286
DRG37,Soft Drinks,Low Fat,16.2,0.019374768
FDD35,Starchy Foods,Low Fat,12.15,0.0
FDE59,Starchy Foods,Low Fat,12.15,0.06227604
FDI35,Starchy Foods,Low Fat,14.0,0.041283361
FDV11,Breads,Regular,9.1,0.081652352
FDM02,Canned,Regular,12.5,0.073721115
FDQ01,Canned,Regular,19.7,0.160671255
FDA52,Frozen Foods,Regular,16.2,0.128397995
FDE17,Frozen Foods,Regular,20.1,0.054445198
FDN56,Fruits and Vegetables,Regular,5.46,0.107036943
FDZ08,Fruits and Vegetables,Regular,12.5,0.109971578
FDQ55,Fruits and Vegetables,Regular,13.65,0.013035609
FDX32,Fruits and Vegetables,Regular,15.1,0.099839365
FDZ31,Fruits and Vegetables,Regular,15.35,0.113195815
FDY33,Snack Foods,Regular,14.5,0.0
FDP57,Snack Foods,low fat,17.5,0.052434201
DRF37,Soft Drinks,low fat,17.25,0.084316691
FDP38,Canned,Low Fat,10.1,0.053732324
FDB27,Dairy,Low Fat,7.575,0.092711708
FDQ04,Frozen Foods,Low Fat,6.4,0.141860161
FDD57,Fruits and Vegetables,Low Fat,18.1,0.037492325
NCY41,Health and Hygiene,Low Fat,16.75,0.126765903
NCK06,Household,Low Fat,5.03,0.014472516
FDR09,Snack Foods,Low Fat,18.25,0.130095044
DRJ01,Soft Drinks,Low Fat,6.135,0.192540665
DRE49,Soft Drinks,Low Fat,20.75,0.035568147
FDM51,Meat,Regular,11.8,0.0
FDX03,Meat,Regular,15.85,0.102262138
FDN39,Meat,Regular,19.35,0.109667698
FDZ21,Snack Foods,Regular,17.6,0.065649353
NCV29,Health and Hygiene,LF,11.8,0.022824491
FDX60,Baking Goods,Low Fat,14.35,0.080527065
FDU13,Canned,Low Fat,8.355,0.0
FDZ38,Dairy,Low Fat,17.6,0.00799436
FDB17,Frozen Foods,Low Fat,13.15,0.036641589
FDI56,Fruits and Vegetables,Low Fat,7.325,0.093307668
FDQ44,Fruits and Vegetables,Low Fat,20.5,0.036110222
DRG11,Hard Drinks,Low Fat,6.385,0.083768522
NCZ05,Health and Hygiene,Low Fat,8.485,0.058083831
NCK17,Health and Hygiene,Low Fat,11.0,0.03786331
NCK53,Health and Hygiene,Low Fat,11.6,0.037549969
NCP02,Household,Low Fat,7.105,0.044771473
NCN18,Household,Low Fat,8.895,0.124610886
FDJ45,Seafood,Low Fat,17.75,0.073349552
FDD34,Snack Foods,Low Fat,7.945,0.015863075
FDS57,Snack Foods,Low Fat,15.5,0.103356186
DRD24,Soft Drinks,Low Fat,13.85,0.030769458
FDU12,Baking Goods,Regular,15.5,0.075688032
FDM25,Breakfast,Regular,10.695,0.060615254
FDY49,Canned,Regular,17.2,0.012002075
FDL02,Canned,Regular,20.0,0.10399676
FDE51,Dairy,Regular,5.925,0.096387053
FDA04,Frozen Foods,Regular,11.3,0.066674465
FDE04,Frozen Foods,Regular,19.75,0.018008071
FDL32,Fruits and Vegetables,Regular,15.7,0.0
FDQ15,Meat,Regular,20.35,0.150947728
FDV25,Canned,low fat,5.905,0.045614252
FDQ48,Baking Goods,reg,14.3,0.034382602
FDO31,Fruits and Vegetables,reg,6.76,0.028958563
FDT48,Baking Goods,Low Fat,4.92,0.046142232
FDF12,Baking Goods,Low Fat,8.235,0.08276363
FDG52,Frozen Foods,Low Fat,13.65,0.065898197
FDI56,Fruits and Vegetables,Low Fat,7.325,0.093765794
FDD45,Fruits and Vegetables,Low Fat,8.615,0.116722514
DRG23,Hard Drinks,Low Fat,8.88,0.0
DRI47,Hard Drinks,Low Fat,14.7,0.021005399
NCW54,Household,Low Fat,7.5,0.096806008
NCE18,Household,Low Fat,10.0,0.021512619
FDP27,Meat,Low Fat,8.155,0.119937231
FDQ58,Snack Foods,Low Fat,7.315,0.015364173
DRK13,Soft Drinks,Low Fat,11.8,0.115636723
DRM37,Soft Drinks,Low Fat,15.35,0.096790497
FDC11,Starchy Foods,Low Fat,20.5,0.142370445
FDY12,Baking Goods,Regular,9.8,0.14118383
FDU12,Baking Goods,Regular,15.5,0.076059648
FDE40,Dairy,Regular,15.6,0.0
FDB29,Frozen Foods,Regular,16.7,0.052625179
FDB41,Frozen Foods,Regular,19.0,0.097709541
FDR56,Fruits and Vegetables,Regular,15.5,0.101176316
FDJ58,Snack Foods,Regular,15.6,0.105725004
DRD01,Soft Drinks,Regular,12.1,0.061424738
FDA55,Fruits and Vegetables,reg,17.2,0.057221177
FDS48,Baking Goods,Low Fat,,0.027644732
FDG02,Canned,Low Fat,,0.011206632
DRG03,Dairy,Low Fat,,0.061686402
DRK39,Dairy,Low Fat,,0.049623924
FDD39,Dairy,Low Fat,,0.06981517
FDB17,Frozen Foods,Low Fat,,0.036494521
FDY07,Fruits and Vegetables,Low Fat,,0.0
NCC19,Household,Low Fat,,0.096411426
NCE07,Household,Low Fat,,0.013066448
NCF19,Household,Low Fat,,0.034938717
NCG18,Household,Low Fat,,0.02286663
NCJ18,Household,Low Fat,,0.163148041
NCQ18,Household,Low Fat,,0.134418705
FDV15,Meat,Low Fat,,0.145464606
FDN45,Snack Foods,Low Fat,,0.117530851
DRE49,Soft Drinks,Low Fat,,0.0
FDB36,Baking Goods,Regular,,0.048292189
FDY47,Breads,Regular,,0.054220618
FDF28,Frozen Foods,Regular,,0.037681359
FDF29,Frozen Foods,Regular,,0.019837655
FDX07,Fruits and Vegetables,Regular,,0.022807826
FDY56,Fruits and Vegetables,Regular,,0.062109174
FDW51,Meat,Regular,,0.094201477
FDG21,Seafood,Regular,,0.145591438
FDJ34,Snack Foods,Regular,,0.093202196
DRA24,Soft Drinks,Regular,,0.039734882
NCY41,Health and Hygiene,low fat,,0.075368868
FDS46,Snack Foods,Regular,17.6,0.047257328
NCF19,Household,Low Fat,13.0,0.035307322
NCK19,Others,Low Fat,9.8,0.151420934
FDS15,Meat,Regular,9.195,0.078502143
FDY34,Snack Foods,Regular,10.5,0.011026594
FDU45,Snack Foods,Regular,,0.035334201
FDR02,Dairy,Low Fat,16.7,0.022047313
FDS48,Baking Goods,Low Fat,15.15,0.027779254
FDY56,Fruits and Vegetables,Regular,16.35,0.062508438
FDW23,Baking Goods,Low Fat,,0.143592939
FDE24,Baking Goods,Low Fat,14.85,0.09344495
FDQ45,Snack Foods,Regular,9.5,0.010907967
NCP42,Household,Low Fat,8.51,0.016201845
FDK43,Meat,Low Fat,9.8,0.0268952
FDA44,Fruits and Vegetables,Low Fat,19.7,0.089083914
NCG43,Household,Low Fat,20.2,0.074541867
FDS45,Snack Foods,Regular,5.175,0.029471408
FDS03,Meat,Low Fat,7.825,0.133281968
FDQ23,Breads,Low Fat,6.55,0.024521191
FDO13,Breakfast,Low Fat,7.865,0.06100886
DRD49,Soft Drinks,Low Fat,9.895,0.167799329
NCK17,Health and Hygiene,Low Fat,,0.037711338
FDT08,Fruits and Vegetables,Low Fat,13.65,0.04929502
FDL46,Snack Foods,low fat,20.35,0.054362695
NCQ05,Health and Hygiene,Low Fat,11.395,0.03616416
FDW46,Snack Foods,reg,13.0,0.070588037
FDR19,Fruits and Vegetables,Regular,13.5,0.159587755
FDE45,Fruits and Vegetables,Low Fat,12.1,0.040357315
NCO17,Health and Hygiene,Low Fat,10.0,0.0
FDM21,Snack Foods,LF,20.2,0.064464147
FDV24,Baking Goods,Low Fat,5.635,0.0
FDG60,Baking Goods,Low Fat,20.35,0.060794097
FDO13,Breakfast,Low Fat,7.865,0.061154604
FDO50,Canned,Low Fat,16.25,0.078290271
FDS26,Dairy,Low Fat,20.35,0.089608321
DRH39,Dairy,Low Fat,20.7,0.092834313
FDF09,Fruits and Vegetables,Low Fat,6.215,0.012167793
FDE57,Fruits and Vegetables,Low Fat,9.6,0.036341539
FDW08,Fruits and Vegetables,Low Fat,12.1,0.148612263
NCV41,Health and Hygiene,Low Fat,14.35,0.017065268
FDD22,Snack Foods,Low Fat,10.0,0.099804623
DRJ25,Soft Drinks,Low Fat,14.6,0.150801606
FDB12,Baking Goods,Regular,11.15,0.105471384
FDF24,Baking Goods,Regular,15.5,0.025409912
FDS46,Snack Foods,Regular,17.6,0.047330801
NCJ30,Household,low fat,5.82,0.080765853
FDR15,Meat,reg,9.3,0.033489979
FDA10,Snack Foods,LF,,0.248301532
FDY21,Snack Foods,LF,,0.30374337
DRG37,Soft Drinks,LF,,0.033929133
FDT60,Baking Goods,Low Fat,,0.132275338
FDW48,Baking Goods,Low Fat,,0.0
FDG02,Canned,Low Fat,,0.019716846
FDG32,Fruits and Vegetables,Low Fat,,0.308145448
DRI11,Hard Drinks,Low Fat,,0.060237465
NCN29,Health and Hygiene,Low Fat,,0.021214364
NCB31,Household,Low Fat,,0.207783483
NCN43,Others,Low Fat,,0.011835436
FDG12,Baking Goods,Regular,,0.0
FDV60,Baking Goods,Regular,,0.205484395
FDZ32,Fruits and Vegetables,Regular,,0.066765523
NCF55,Household,LF,6.675,0.021666335
FDA11,Baking Goods,Low Fat,7.75,0.043238822
FDO12,Baking Goods,Low Fat,15.75,0.054930533
FDE38,Canned,Low Fat,6.52,0.044607161
DRD15,Dairy,Low Fat,10.6,0.056795923
FDE53,Frozen Foods,Low Fat,10.895,0.026880159
FDB45,Fruits and Vegetables,Low Fat,20.85,0.021329793
NCZ29,Health and Hygiene,Low Fat,15.0,0.071371458
NCF06,Household,Low Fat,6.235,0.020198354
NCT18,Household,Low Fat,14.6,0.059405152
FDY51,Meat,Low Fat,12.5,0.081134826
NCK31,Others,Low Fat,10.895,0.027047774
FDQ58,Snack Foods,Low Fat,7.315,0.01530184
FDP34,Snack Foods,Low Fat,12.85,0.137227848
FDP10,Snack Foods,Low Fat,19.0,0.128090139
DRE12,Soft Drinks,Low Fat,4.59,0.070780558
FDX12,Baking Goods,Regular,18.2,0.026064486
FDL51,Dairy,Regular,20.7,0.047491371
FDW43,Fruits and Vegetables,Regular,20.1,0.022425236
FDM15,Meat,Regular,11.8,0.057421582
FDM45,Snack Foods,Regular,8.655,0.08819473
FDR22,Snack Foods,Regular,19.35,0.018562604
FDP52,Frozen Foods,reg,18.7,0.070691729
NCY41,Health and Hygiene,LF,16.75,0.075889215
NCK42,Household,LF,7.475,0.013146636
FDG24,Baking Goods,LF,7.975,0.014713909
NCD31,Household,LF,12.1,0.015521768
FDW35,Breads,Low Fat,10.6,0.011111714
FDT59,Breads,Low Fat,13.65,0.015943701
FDY27,Dairy,Low Fat,6.38,0.031962866
FDU02,Dairy,Low Fat,13.35,0.1027194
NCU53,Health and Hygiene,Low Fat,5.485,0.042838514
NCZ29,Health and Hygiene,Low Fat,15.0,0.071516201
NCJ18,Household,Low Fat,12.35,0.164274416
NCH07,Household,Low Fat,13.15,0.092854963
NCO42,Household,Low Fat,21.25,0.024705597
NCL19,Others,Low Fat,15.35,0.015708023
FDE22,Snack Foods,Low Fat,9.695,0.029632784
FDN10,Snack Foods,Low Fat,11.5,0.046217345
FDK34,Snack Foods,Low Fat,13.35,0.038604817
FDM10,Snack Foods,Low Fat,18.25,0.076125668
FDT60,Baking Goods,Low Fat,12.0,0.075975642
FDU48,Baking Goods,Low Fat,18.85,0.055671582
FDM13,Breakfast,Low Fat,6.425,0.063532672
FDW37,Canned,Low Fat,19.2,0.12475207
FDW49,Canned,Low Fat,19.5,0.083019163
FDD04,Dairy,Low Fat,16.0,0.090480206
FDZ20,Fruits and Vegetables,Low Fat,16.1,0.034501016
FDM56,Fruits and Vegetables,Low Fat,16.7,0.070588621
NCO41,Health and Hygiene,Low Fat,12.5,0.018955479
NCH07,Household,Low Fat,13.15,0.093191195
NCC18,Household,Low Fat,19.1,0.178272728
FDK55,Meat,Low Fat,18.5,0.025907416
NCN55,Others,Low Fat,14.6,0.059827007
NCQ38,Others,Low Fat,16.35,0.013442036
FDT46,Snack Foods,Low Fat,11.35,0.030981392
FDN10,Snack Foods,Low Fat,11.5,0.0463847
FDA10,Snack Foods,Low Fat,20.35,0.142618182
FDA34,Starchy Foods,Low Fat,11.5,0.014944614
FDE59,Starchy Foods,Low Fat,12.15,0.062640143
FDS36,Baking Goods,Regular,8.38,0.046982429
FDI12,Baking Goods,Regular,9.395,0.100602552
FDX36,Baking Goods,Regular,9.695,0.128543405
FDH60,Baking Goods,Regular,19.7,0.0
FDS59,Breads,Regular,14.8,0.043982464
FDK25,Breakfast,Regular,11.6,0.157149885
FDH50,Canned,Regular,15.0,0.161762835
FDR55,Fruits and Vegetables,Regular,12.15,0.132351411
FDZ39,Meat,Regular,19.7,0.018061324
FDE10,Snack Foods,Regular,6.67,0.090130537
FDM45,Snack Foods,Regular,8.655,0.088373591
FDF34,Snack Foods,Regular,9.3,0.014047825
FDY60,Baking Goods,Regular,10.5,0.026520107
FDB04,Dairy,Regular,11.35,0.06358394
FDH52,Frozen Foods,Regular,9.42,0.044151435
FDX52,Frozen Foods,Regular,11.5,0.04224015
FDR44,Fruits and Vegetables,Regular,6.11,0.103503049
FDV20,Fruits and Vegetables,Regular,20.2,0.0
FDV27,Meat,Regular,7.97,0.04021623
FDI34,Snack Foods,Regular,10.65,0.085617517
FDW58,Snack Foods,LF,20.75,0.007551665
FDU36,Baking Goods,Low Fat,6.15,0.046262201
FDB60,Baking Goods,Low Fat,9.3,0.028516696
FDI26,Canned,Low Fat,5.94,0.034880143
FDR49,Canned,Low Fat,8.71,0.139202085
FDY13,Canned,Low Fat,12.1,0.030121709
FDT02,Dairy,Low Fat,12.6,0.024190156
NCP18,Household,Low Fat,12.15,0.028592842
NCX18,Household,Low Fat,14.15,0.00879232
NCB43,Household,Low Fat,20.2,0.099893424
FDE47,Starchy Foods,Low Fat,14.15,0.037901581
FDS36,Baking Goods,Regular,8.38,0.046878474
FDM12,Baking Goods,Regular,16.7,0.069903773
FDB26,Canned,Regular,14.0,0.031261583
FDH56,Fruits and Vegetables,Regular,9.8,0.063805139
FDU31,Fruits and Vegetables,Regular,10.5,0.02498633
FDG10,Snack Foods,Regular,6.63,0.010937229
FDS58,Snack Foods,Regular,9.285,0.021002641
DRM49,Soft Drinks,Regular,6.11,0.151925271
NCS42,Household,low fat,8.6,0.069403341
FDU23,Breads,Low Fat,12.15,0.036360676
FDX01,Canned,Low Fat,10.1,0.040446145
FDA43,Fruits and Vegetables,Low Fat,10.895,0.108253944
NCN29,Health and Hygiene,Low Fat,15.2,0.020280476
NCZ30,Household,Low Fat,6.59,0.043828293
NCH30,Household,Low Fat,17.1,0.112402118
FDL46,Snack Foods,Low Fat,20.35,0.090480214
FDE17,Frozen Foods,Regular,20.1,0.0
FDQ08,Fruits and Vegetables,Regular,15.7,0.031685529
FDT32,Fruits and Vegetables,Regular,19.0,0.10985775
FDM09,Snack Foods,Regular,11.15,0.143831787
FDD10,Snack Foods,Regular,20.6,0.077029195
FDS21,Snack Foods,reg,19.85,0.034942397
FDW49,Canned,LF,19.5,0.082483516
FDW11,Breads,Low Fat,12.6,0.048741487
FDH27,Dairy,Low Fat,7.075,0.058298384
FDU07,Fruits and Vegetables,Low Fat,11.1,0.059797172
FDI32,Fruits and Vegetables,Low Fat,17.7,0.174228338
DRK23,Hard Drinks,Low Fat,8.395,0.07191675
NCJ17,Health and Hygiene,Low Fat,7.68,0.152429537
NCY29,Health and Hygiene,Low Fat,13.65,0.077169841
NCO54,Household,Low Fat,19.5,0.014262413
NCN19,Others,Low Fat,13.1,0.012089479
NCQ38,Others,Low Fat,16.35,0.013355306
FDZ36,Baking Goods,Regular,6.035,0.065729039
FDL24,Baking Goods,Regular,10.3,0.024875871
FDV60,Baking Goods,Regular,20.2,0.0
FDJ38,Canned,Regular,8.6,0.040172077
FDD38,Canned,Regular,16.75,0.008184912
FDD40,Dairy,Regular,20.25,0.014781046
FDS16,Frozen Foods,Regular,15.15,0.066121873
FDY03,Meat,Regular,17.6,0.076058484
FDO09,Snack Foods,Regular,13.5,0.125170423
FDV22,Snack Foods,Regular,14.85,0.009930514
FDW35,Breads,LF,10.6,0.011134397
FDH24,Baking Goods,Low Fat,20.7,0.021518435
FDA38,Dairy,Low Fat,5.44,0.025583714
FDB51,Dairy,Low Fat,6.92,0.038610722
FDV02,Dairy,Low Fat,16.75,0.060792265
FDX50,Dairy,Low Fat,20.1,0.074931201
FDR26,Dairy,Low Fat,20.7,0.043011277
FDP04,Frozen Foods,Low Fat,15.35,0.013869039
FDI52,Frozen Foods,Low Fat,18.7,0.105104552
NCO17,Health and Hygiene,Low Fat,10.0,0.073678663
NCK53,Health and Hygiene,Low Fat,11.6,0.037734334
NCL41,Health and Hygiene,Low Fat,12.35,0.041907648
NCD42,Health and Hygiene,Low Fat,16.5,0.012689327
NCX17,Health and Hygiene,Low Fat,21.25,0.114066204
NCP02,Household,Low Fat,7.105,0.044991294
NCC55,Household,Low Fat,10.695,0.064022881
FDK15,Meat,Low Fat,10.8,0.098814721
NCO43,Others,Low Fat,5.5,0.047290068
FDQ34,Snack Foods,Low Fat,10.85,0.162903525
FDB59,Snack Foods,Low Fat,18.25,0.015341139
DRA12,Soft Drinks,Low Fat,11.6,0.041112694
DRH49,Soft Drinks,Low Fat,19.7,0.024756031
FDZ36,Baking Goods,Regular,6.035,0.066051758
FDB49,Baking Goods,Regular,8.3,0.030274175
FDU49,Canned,Regular,19.5,0.030819397
FDX27,Dairy,Regular,20.7,0.114581955
FDQ31,Fruits and Vegetables,Regular,5.785,0.054066567
FDG08,Fruits and Vegetables,Regular,13.15,0.166032929
FDO19,Fruits and Vegetables,Regular,17.7,0.016664252
FDI20,Fruits and Vegetables,LF,,0.038377013
FDX24,Baking Goods,Low Fat,,0.013861607
FDO50,Canned,Low Fat,,0.077790204
FDV49,Canned,Low Fat,,0.025702129
FDD29,Frozen Foods,Low Fat,,0.018321361
FDE09,Fruits and Vegetables,Low Fat,,0.021498768
FDJ32,Fruits and Vegetables,Low Fat,,0.057512481
FDN32,Fruits and Vegetables,Low Fat,,0.015485016
FDZ56,Fruits and Vegetables,Low Fat,,0.025612348
DRI23,Hard Drinks,Low Fat,,0.136532569
DRL47,Hard Drinks,Low Fat,,0.038549197
NCB07,Household,Low Fat,,0.077132215
NCF42,Household,Low Fat,,0.166572501
NCK06,Household,Low Fat,,0.008604657
NCM07,Others,Low Fat,,0.03976832
NCO02,Others,Low Fat,,0.073012871
FDI57,Seafood,Low Fat,,0.053764023
FDE46,Snack Foods,Low Fat,,0.015693328
FDJ36,Baking Goods,Regular,,0.127638966
FDB38,Canned,Regular,,0.027214272
FDD26,Canned,Regular,,0.071806046
FDR01,Canned,Regular,,0.05336162
FDR25,Canned,Regular,,0.138846289
FDN03,Meat,Regular,,0.015016891
FDR27,Meat,Regular,,0.095635061
FDU51,Meat,Regular,,0.096046304
FDX39,Meat,Regular,,0.049435598
FDT09,Snack Foods,Regular,,0.012203915
